Date,Actual,Predicted
2025-05-29,139.1803436279297,134.12957403347434
2025-05-30,135.12062072753906,135.82181341697734
2025-06-02,137.37046813964844,136.17775912019414
2025-06-03,141.21018981933594,137.3579345679719
2025-06-04,141.91014099121094,143.74509704169492
2025-06-05,139.98028564453125,142.89211116981824
2025-06-06,141.7101593017578,140.80853033690326
2025-06-09,142.62010192871094,140.01590384664345
2025-06-10,143.95001220703125,133.37563805420822
2025-06-11,142.8300018310547,143.81693093467524
2025-06-12,145.0,134.18447882184157
2025-06-13,141.97000122070312,143.59331882803778
2025-06-16,144.69000244140625,139.45757130178387
2025-06-17,144.1199951171875,146.13717706855385
2025-06-18,145.47999572753906,145.36425849653676
2025-06-20,143.85000610351562,143.37635921458454
2025-06-23,144.1699981689453,141.5850584180097
2025-06-24,147.89999389648438,144.3479393832109
2025-06-25,154.30999755859375,143.2560060404658
2025-06-26,155.02000427246094,141.54209770873098
2025-06-27,157.75,139.07400985717774
2025-06-30,157.99000549316406,139.29430541992187
2025-07-01,153.3000030517578,142.86271781921386
2025-07-02,157.25,142.92467305501302
2025-07-03,159.33999633789062,143.09426374308268
2025-07-07,158.24000549316406,142.9829013061523
2025-07-08,160.0,143.11231457180446
2025-07-09,162.8800048828125,143.1985665300157
2025-07-10,164.10000610351562,143.3065698462592
2025-07-11,164.9199981689453,143.25140502929688
