Date,Actual,Predicted
2025-05-21,131.7908477783203,133.06979183989003
2025-05-22,132.82078552246094,131.534163657443
2025-05-23,131.2808837890625,132.82117518063737
2025-05-27,135.49058532714844,125.65319849251827
2025-05-28,134.80064392089844,133.49546727206828
2025-05-29,139.1803436279297,131.9581779298291
2025-05-30,135.12062072753906,134.63488902535303
2025-06-02,137.37046813964844,135.84635632750476
2025-06-03,141.21018981933594,137.6837924076902
2025-06-04,141.91014099121094,143.41087835160278
2025-06-05,139.98028564453125,142.9822724174597
2025-06-06,141.7101593017578,141.13757218434256
2025-06-09,142.62010192871094,140.2092753845294
2025-06-10,143.95001220703125,134.20960240227012
2025-06-11,142.8300018310547,143.7943348493776
2025-06-12,145.0,136.20366448955622
2025-06-13,141.97000122070312,144.1698624020277
2025-06-16,144.69000244140625,140.0273639322071
2025-06-17,144.1199951171875,146.20943739271718
2025-06-18,145.47999572753906,145.16551849699576
2025-06-20,143.85000610351562,143.37341077166244
2025-06-23,144.1699981689453,141.26359519958496
2025-06-24,147.89999389648438,143.65777740674142
2025-06-25,154.30999755859375,143.3157462854723
2025-06-26,155.02000427246094,140.54107616678874
2025-06-27,157.75,139.39541320800782
2025-06-30,157.99000549316406,138.41782768249513
2025-07-01,153.3000030517578,142.49043785095216
2025-07-02,157.25,142.50433113098146
2025-07-03,159.33999633789062,142.77884948730468
