Date,Actual,Predicted
2025-05-15,134.8206329345703,134.42965683329356
2025-05-16,135.39059448242188,135.2516599461088
2025-05-19,135.5605926513672,134.82527624678352
2025-05-20,134.37066650390625,134.21033786320768
2025-05-21,131.7908477783203,132.63543764035455
2025-05-22,132.82078552246094,131.3656964900046
2025-05-23,131.2808837890625,132.27634590743423
2025-05-27,135.49058532714844,125.3415105196635
2025-05-28,134.80064392089844,133.81833780365125
2025-05-29,139.1803436279297,132.83989584371423
2025-05-30,135.12062072753906,135.64288328172952
2025-06-02,137.37046813964844,135.79782335829356
2025-06-03,141.21018981933594,136.72739666453
2025-06-04,141.91014099121094,144.58130113877988
2025-06-05,139.98028564453125,143.31243841420797
2025-06-06,141.7101593017578,142.3679412090992
2025-06-09,142.62010192871094,140.1901863374886
2025-06-10,143.95001220703125,134.91965461664913
2025-06-11,142.8300018310547,143.6153832462027
2025-06-12,145.0,136.03132020248492
2025-06-13,141.97000122070312,144.17216041734483
2025-06-16,144.69000244140625,139.25144353350444
2025-06-17,144.1199951171875,146.0805988741785
2025-06-18,145.47999572753906,145.56208173865747
2025-06-20,143.85000610351562,143.70138119422066
2025-06-23,144.1699981689453,141.33503696221464
2025-06-24,147.89999389648438,143.87448645780267
2025-06-25,154.30999755859375,143.79069899225718
2025-06-26,155.02000427246094,141.02796528286405
2025-06-27,157.75,138.07184059143066
