Date,Actual,Predicted
2025-05-19,135.5605926513672,134.89035003645256
2025-05-20,134.37066650390625,134.4525453123968
2025-05-21,131.7908477783203,132.92125564582074
2025-05-22,132.82078552246094,131.91448787667068
2025-05-23,131.2808837890625,132.61800551223757
2025-05-27,135.49058532714844,124.99942542682993
2025-05-28,134.80064392089844,133.48484576157915
2025-05-29,139.1803436279297,132.06494146064384
2025-05-30,135.12062072753906,134.16518585504807
2025-06-02,137.37046813964844,135.94503455950428
2025-06-03,141.21018981933594,137.07838875970089
2025-06-04,141.91014099121094,143.68544160175452
2025-06-05,139.98028564453125,143.13743847639006
2025-06-06,141.7101593017578,141.22611066575482
2025-06-09,142.62010192871094,140.97638994278802
2025-06-10,143.95001220703125,133.190227598094
2025-06-11,142.8300018310547,144.1569451907711
2025-06-12,145.0,134.14902377776866
2025-06-13,141.97000122070312,143.72803905239354
2025-06-16,144.69000244140625,140.18589566716108
2025-06-17,144.1199951171875,146.27995339664082
2025-06-18,145.47999572753906,145.53616658793982
2025-06-20,143.85000610351562,143.6948751840963
2025-06-23,144.1699981689453,141.4036654867826
2025-06-24,147.89999389648438,144.565258290751
2025-06-25,154.30999755859375,143.61932118485464
2025-06-26,155.02000427246094,140.55750901073878
2025-06-27,157.75,138.70869940185545
2025-06-30,157.99000549316406,138.2857179069519
2025-07-01,153.3000030517578,142.51412485758462
