Date,Actual,Predicted
2025-05-12,122.99146270751953,117.89722526370564
2025-05-13,129.9209747314453,123.54339789894728
2025-05-14,135.33059692382812,131.08882344493935
2025-05-15,134.8206329345703,134.66810144931856
2025-05-16,135.39059448242188,135.05057164339067
2025-05-19,135.5605926513672,135.21760262581836
2025-05-20,134.37066650390625,134.54280823022023
2025-05-21,131.7908477783203,133.25649623907643
2025-05-22,132.82078552246094,132.28374798729303
2025-05-23,131.2808837890625,133.13634651114214
2025-05-27,135.49058532714844,126.7087573414757
2025-05-28,134.80064392089844,133.03150051676806
2025-05-29,139.1803436279297,131.01970070548055
2025-05-30,135.12062072753906,134.8316458693876
2025-06-02,137.37046813964844,136.28362265240335
2025-06-03,141.21018981933594,137.61002434283827
2025-06-04,141.91014099121094,143.36554383640808
2025-06-05,139.98028564453125,142.2558348645531
2025-06-06,141.7101593017578,140.5900161588339
2025-06-09,142.62010192871094,139.53539106047708
2025-06-10,143.95001220703125,132.74448142462893
2025-06-11,142.8300018310547,143.68587633398806
2025-06-12,145.0,134.0068732991542
2025-06-13,141.97000122070312,143.63937472237484
2025-06-16,144.69000244140625,138.98718391928088
2025-06-17,144.1199951171875,145.20627518293594
2025-06-18,145.47999572753906,144.91168808206888
2025-06-20,143.85000610351562,143.65563739225598
2025-06-23,144.1699981689453,141.67525876968077
2025-06-24,147.8699951171875,143.24902496434223
