Date,Actual,Predicted
2025-05-14,135.33059692382812,130.78490370122236
2025-05-15,134.8206329345703,134.0029623046506
2025-05-16,135.39059448242188,134.7805732223681
2025-05-19,135.5605926513672,134.84686833536446
2025-05-20,134.37066650390625,134.21544445474194
2025-05-21,131.7908477783203,132.40072379274514
2025-05-22,132.82078552246094,130.89020864015498
2025-05-23,131.2808837890625,131.87728016972508
2025-05-27,135.49058532714844,125.3142020765032
2025-05-28,134.80064392089844,133.35305081943116
2025-05-29,139.1803436279297,131.26235935353478
2025-05-30,135.12062072753906,135.1487143066739
2025-06-02,137.37046813964844,136.12760055572267
2025-06-03,141.21018981933594,137.63455828494668
2025-06-04,141.91014099121094,143.89275494495013
2025-06-05,139.98028564453125,142.9605577525231
2025-06-06,141.7101593017578,141.64139331081094
2025-06-09,142.62010192871094,140.51701154636987
2025-06-10,143.95001220703125,133.9175262080648
2025-06-11,142.8300018310547,144.24198641568606
2025-06-12,145.0,135.18613768369144
2025-06-13,141.97000122070312,144.1094813639323
2025-06-16,144.69000244140625,139.93854809487868
2025-06-17,144.1199951171875,145.75011816225063
2025-06-18,145.47999572753906,145.15189837719612
2025-06-20,143.85000610351562,143.39217133658272
2025-06-23,144.1699981689453,142.38212076187133
2025-06-24,147.89999389648438,143.90775690423874
2025-06-25,154.30999755859375,142.79925260452998
2025-06-26,155.02000427246094,141.45282341003417
