Date,Actual,Predicted
2025-05-16,135.39059448242188,135.5232186083715
2025-05-19,135.5605926513672,134.90392859567234
2025-05-20,134.37066650390625,134.43359080541336
2025-05-21,131.7908477783203,132.8626334585261
2025-05-22,132.82078552246094,131.86717287616685
2025-05-23,131.2808837890625,132.65958744713734
2025-05-27,135.49058532714844,124.88778056206642
2025-05-28,134.80064392089844,133.46058418785842
2025-05-29,139.1803436279297,131.55549528466878
2025-05-30,135.12062072753906,134.80145307818947
2025-06-02,137.37046813964844,136.3076927893649
2025-06-03,141.21018981933594,137.2651434540114
2025-06-04,141.91014099121094,143.74542281759832
2025-06-05,139.98028564453125,143.16122563304467
2025-06-06,141.7101593017578,141.39315068308764
2025-06-09,142.62010192871094,141.23767815064272
2025-06-10,143.95001220703125,133.91180889439352
2025-06-11,142.8300018310547,144.05195097962243
2025-06-12,145.0,134.16640071957465
2025-06-13,141.97000122070312,143.7440096291546
2025-06-16,144.69000244140625,140.73983871781482
2025-06-17,144.1199951171875,146.53167696862832
2025-06-18,145.47999572753906,145.66571058225583
2025-06-20,143.85000610351562,143.82275368285073
2025-06-23,144.1699981689453,141.46280400643823
2025-06-24,147.89999389648438,144.50136124842936
2025-06-25,154.30999755859375,143.67395563379924
2025-06-26,155.02000427246094,140.75128690465291
2025-06-27,157.75,138.7500906982422
2025-06-30,157.99000549316406,138.23368509292604
