Date,Actual,Predicted
2025-05-21,131.7908477783203,132.63024533293256
2025-05-22,132.82078552246094,130.78218289116018
2025-05-23,131.2808837890625,131.47693451944988
2025-05-27,135.49058532714844,124.58302481842041
2025-05-28,134.80064392089844,132.9640750498247
2025-05-29,139.1803436279297,131.43266846869082
2025-05-30,135.12062072753906,134.95300312400732
2025-06-02,137.37046813964844,136.90160106924466
2025-06-03,141.21018981933594,137.13720379092445
2025-06-04,141.91014099121094,143.94012608079575
2025-06-05,139.98028564453125,143.28666074968928
2025-06-06,141.7101593017578,141.45933880807345
2025-06-09,142.62010192871094,139.84472938504427
2025-06-10,143.95001220703125,135.028437833616
2025-06-11,142.8300018310547,144.36319718265185
2025-06-12,145.0,136.18234009937663
2025-06-13,141.97000122070312,143.72592788272433
2025-06-16,144.69000244140625,139.88019665607507
2025-06-17,144.1199951171875,146.0824125859348
2025-06-18,145.47999572753906,145.47010048012018
2025-06-20,143.85000610351562,143.23398050399052
2025-06-23,144.1699981689453,141.52795035298666
2025-06-24,147.89999389648438,144.16003866286505
2025-06-25,154.30999755859375,143.36601340702603
2025-06-26,155.02000427246094,141.51843485514323
2025-06-27,157.75,139.71849919637046
2025-06-30,157.99000549316406,139.89115277608235
2025-07-01,153.3000030517578,143.25526843261719
2025-07-02,157.25,143.4452642449273
2025-07-03,159.33999633789062,143.58275132581923
