Date,Actual,Predicted
2025-05-22,132.82078552246094,132.14055335925323
2025-05-23,131.2808837890625,132.39035838206678
2025-05-27,135.49058532714844,125.93149053882418
2025-05-28,134.80064392089844,132.38968312120414
2025-05-29,139.1803436279297,131.7441557822964
2025-05-30,135.12062072753906,133.38903362387106
2025-06-02,137.37046813964844,135.62683732841126
2025-06-03,141.21018981933594,136.68518341046286
2025-06-04,141.91014099121094,143.8586958759131
2025-06-05,139.98028564453125,143.66564053991456
2025-06-06,141.7101593017578,141.48025986689612
2025-06-09,142.62010192871094,140.58809760019864
2025-06-10,143.95001220703125,136.61314002508178
2025-06-11,142.8300018310547,143.66640189726738
2025-06-12,145.0,137.9711198249882
2025-06-13,141.97000122070312,144.17701848543607
2025-06-16,144.69000244140625,140.1753241133366
2025-06-17,144.1199951171875,145.78223682550748
2025-06-18,145.47999572753906,145.5012854374663
2025-06-20,143.85000610351562,143.93778987099225
2025-06-23,144.1699981689453,141.68097894850231
2025-06-24,147.89999389648438,144.44141007268993
2025-06-25,154.30999755859375,142.925076600211
2025-06-26,155.02000427246094,141.2146837946574
2025-06-27,157.75,139.12727325439454
2025-06-30,157.99000549316406,138.7305634438651
2025-07-01,153.3000030517578,142.9451749576387
2025-07-02,157.25,143.09432750992548
2025-07-03,159.33999633789062,143.41134784480502
2025-07-07,158.24000549316406,142.9597620577131
