Date,Actual,Predicted
2025-05-23,131.2808837890625,133.46067532777587
2025-05-27,135.49058532714844,126.09397530909946
2025-05-28,134.80064392089844,132.26409431875345
2025-05-29,139.1803436279297,131.61827426834324
2025-05-30,135.12062072753906,133.82146071683198
2025-06-02,137.37046813964844,136.0416776404328
2025-06-03,141.21018981933594,137.1058708921486
2025-06-04,141.91014099121094,143.84986264365992
2025-06-05,139.98028564453125,143.75065420097195
2025-06-06,141.7101593017578,141.74359691183906
2025-06-09,142.62010192871094,140.60688306960782
2025-06-10,143.95001220703125,137.2351680698069
2025-06-11,142.8300018310547,143.43797668326613
2025-06-12,145.0,138.18779910381028
2025-06-13,141.97000122070312,144.1133693953294
2025-06-16,144.69000244140625,140.17604567833166
2025-06-17,144.1199951171875,145.642239621811
2025-06-18,145.47999572753906,145.46612718996693
2025-06-20,143.85000610351562,143.75581297868163
2025-06-23,144.1699981689453,141.40322664442516
2025-06-24,147.89999389648438,144.27328734497797
2025-06-25,154.30999755859375,143.01607272248043
2025-06-26,155.02000427246094,141.2840800043742
2025-06-27,157.75,139.16825973510743
2025-06-30,157.99000549316406,138.4631158955892
2025-07-01,153.3000030517578,142.9497700082688
2025-07-02,157.25,143.11789112236386
2025-07-03,159.33999633789062,143.45877230725966
2025-07-07,158.24000549316406,142.87667443738664
2025-07-08,160.0,143.06974737948462
