Date,Actual,Predicted
2025-05-21,131.7908477783203,133.28752088496756
2025-05-22,132.82078552246094,131.51652551090075
2025-05-23,131.2808837890625,131.97237693394433
2025-05-27,135.49058532714844,124.6927672292536
2025-05-28,134.80064392089844,133.07997257519423
2025-05-29,139.1803436279297,131.67735078097954
2025-05-30,135.12062072753906,133.64643017140546
2025-06-02,137.37046813964844,136.31795628272164
2025-06-03,141.21018981933594,137.55906699654275
2025-06-04,141.91014099121094,143.67857575571858
2025-06-05,139.98028564453125,142.36895661000733
2025-06-06,141.7101593017578,141.16707078552244
2025-06-09,142.62010192871094,140.19410841532633
2025-06-10,143.95001220703125,134.45329347995414
2025-06-11,142.8300018310547,141.789869329772
2025-06-12,145.0,135.18711767894263
2025-06-13,141.97000122070312,143.9491278853288
2025-06-16,144.69000244140625,138.75367943191554
2025-06-17,144.1199951171875,145.8224003713343
2025-06-18,145.47999572753906,144.66713725386197
2025-06-20,143.85000610351562,143.5032634109868
2025-06-23,144.1699981689453,140.32773612322634
2025-06-24,147.89999389648438,143.64036090028443
2025-06-25,154.30999755859375,143.01923550935777
2025-06-26,155.02000427246094,141.32904751913887
2025-06-27,157.75,139.438438873291
2025-06-30,157.99000549316406,138.71580309186663
2025-07-01,153.3000030517578,142.99647395070394
2025-07-02,157.25,143.0766740392049
2025-07-03,159.33999633789062,143.36930307769774
