Date,Actual,Predicted
2025-05-15,134.8206329345703,135.02778760886883
2025-05-16,135.39059448242188,135.18754169117858
2025-05-19,135.5605926513672,134.71722339428982
2025-05-20,134.37066650390625,134.18185837465705
2025-05-21,131.7908477783203,132.5163834472396
2025-05-22,132.82078552246094,131.49017988651505
2025-05-23,131.2808837890625,132.47696630468124
2025-05-27,135.49058532714844,124.85390347080312
2025-05-28,134.80064392089844,133.10936283072755
2025-05-29,139.1803436279297,130.964652407333
2025-05-30,135.12062072753906,135.68739720266151
2025-06-02,137.37046813964844,136.51725809059056
2025-06-03,141.21018981933594,137.5547402720196
2025-06-04,141.91014099121094,143.7129619247782
2025-06-05,139.98028564453125,143.38751466629867
2025-06-06,141.7101593017578,141.6462244348334
2025-06-09,142.62010192871094,141.10694204896643
2025-06-10,143.95001220703125,133.01910818700546
2025-06-11,142.8300018310547,143.93193801346857
2025-06-12,145.0,133.43938383481844
2025-06-13,141.97000122070312,143.63961125328427
2025-06-16,144.69000244140625,140.71218347071107
2025-06-17,144.1199951171875,146.44017185094162
2025-06-18,145.47999572753906,145.8190464151428
2025-06-20,143.85000610351562,143.71766541782395
2025-06-23,144.1699981689453,141.4175626792158
2025-06-24,147.89999389648438,144.92458883901168
2025-06-25,154.30999755859375,144.0352864228506
2025-06-26,155.02000427246094,141.10271636920504
2025-06-27,157.75,139.03195776367187
