Date,Actual,Predicted
2025-05-13,129.9209747314453,123.84180519518735
2025-05-14,135.33059692382812,131.20186092483075
2025-05-15,134.8206329345703,134.63169303861739
2025-05-16,135.39059448242188,135.2205821636322
2025-05-19,135.5605926513672,135.11197049392536
2025-05-20,134.37066650390625,134.38810110943223
2025-05-21,131.7908477783203,133.34108260514535
2025-05-22,132.82078552246094,132.35488929663762
2025-05-23,131.2808837890625,133.2651966251471
2025-05-27,135.49058532714844,126.82062186864823
2025-05-28,134.80064392089844,132.79964976582977
2025-05-29,139.1803436279297,131.2091548982022
2025-05-30,135.12062072753906,134.6145145409338
2025-06-02,137.37046813964844,136.1600360580158
2025-06-03,141.21018981933594,137.3319590339413
2025-06-04,141.91014099121094,143.53301199079903
2025-06-05,139.98028564453125,142.55400183431428
2025-06-06,141.7101593017578,140.8202662579015
2025-06-09,142.62010192871094,139.99338503799515
2025-06-10,143.95001220703125,132.74288094362038
2025-06-11,142.8300018310547,143.83425378059619
2025-06-12,145.0,134.69096050391536
2025-06-13,141.97000122070312,143.71656608369616
2025-06-16,144.69000244140625,139.4308501399056
2025-06-17,144.1199951171875,145.35638213645086
2025-06-18,145.47999572753906,145.08425680977408
2025-06-20,143.85000610351562,143.5946576974657
2025-06-23,144.1699981689453,141.35929552779535
2025-06-24,147.89999389648438,143.07088701556427
2025-06-25,154.30999755859375,143.38254105583067
